,eax_count,num_sections,section_entropy_text,section_entropy_data,section_entropy_rsrc,section_entropy_reloc,section_entropy_rdata,section_entropy_pdata,section_entropy_didat,section_entropy_HARED,section_entropy_hared,section_entropy_idata,section_entropy_gfids,section_entropy_tls,section_entropy_itext,section_entropy_bss,section_entropy_code,section_entropy_ndata,section_entropy_PX0,section_entropy_PX1,section_entropy_GWDATA,section_entropy_ext,section_entropy_ata,section_entropy_xdata,section_entropy_ODE,section_entropy_ATA,section_entropy_INIT,section_entropy_edata,section_entropy_RDATA,section_entropy_SS,section_entropy_text.un,section_entropy_drectve,section_entropy_eh_fram,section_entropy_rodata,section_entropy_CRT,section_entropy_CLDEBUG,section_entropy_4,section_entropy_19,section_entropy_31,section_entropy_45,section_entropy_57,section_entropy_rna,section_entropy_textbss,section_entropy_sdata,section_entropy_AGER32C,section_entropy_AGE,section_entropy_didata,section_entropy_crtdata,section_entropy_NIT,section_entropy_PADinfo,section_entropy_,section_entropy_adata,section_entropy_MPRESS1,section_entropy_MPRESS2,section_entropy_qtmetad,section_entropy_-I\dCm,section_entropy_buildid,section_entropy_00cfg,section_entropy_petite,section_entropy_trace,section_entropy_data1,section_entropy_FIDS,section_entropy_inATL,section_entropy_giats,section_entropy_UTO,section_entropy__GROUP,section_entropy_GROUP,section_entropy_srdata,section_entropy_sxdata,section_entropy_mvp0,section_entropy_AGEKD,section_entropy_CODE,section_entropy_orpc,section_entropy_extrel,section_entropy_wixburn,section_entropy_extjmp,section_entropy_ONST,section_entropy_wpp_sf,section_entropy_text1,section_entropy_PUCAP_T,section_entropy_clc,section_entropy_70,section_entropy_81,section_entropy_92,section_entropy_BOX_,section_entropy_c2r,section_entropy_unwante,section_entropy_text   ,section_entropy_DEBUGDA,section_entropy_14,section_entropy_aws,section_entropy_neolit,section_entropy_gas0,section_entropy_aaz0,section_entropy_aaz1,section_entropy_NGINE,section_entropy_SHARED,section_entropy_sdbid,section_entropy_LMOSTRO,section_entropy_AGECONS,section_entropy_gentee,section_entropy_db_info,section_entropy_db_abbv,section_entropy_db_line,section_entropy_db_pnam,section_entropy_db_str,section_entropy_db_ref,section_entropy_db_fram,section_entropy_debug,section_entropy_boxld01,section_entropy_AGEIPSE,section_entropy_AGEIDP,section_entropy_AGERSS,section_entropy_reloc1,section_entropy_C10,section_entropy_aspack,section_entropy_xcpad,section_entropy_DATA,section_entropy_wtext,section_entropy_AGE_COM,section_entropy_AGE_CAI,section_entropy_AGE_DAL,section_entropy_AGE_PPL,section_entropy_AGE_CPC,section_entropy_AGE_RO,section_entropy_AGE_RW,section_entropy_AGE_CPR,section_entropy_winzip_,section_entropy_18,section_entropy_30,section_entropy_43,section_entropy_59,section_entropy_75,section_entropy_94,section_entropy_106,section_entropy_symtab,section_entropy_vmp0,section_entropy_vmp1,section_entropy_WX0,section_entropy_WX1,section_entropy__wibu00,section_entropy__wibu01,section_entropy__wibu02,section_entropy__wibu03,section_entropy__wibu04,section_entropy__wibu05,section_entropy__wibu06,section_entropy__wibu07,section_entropy__wibu08,section_entropy_idata  ,section_entropy_29,section_entropy_41,section_entropy_55,section_entropy_67,section_entropy_80,section_entropy_91,section_entropy_102,section_entropy_bootdat,section_entropy_16,section_entropy_exc,section_entropy_discard,section_entropy_ps4,section_entropy_cwtls,section_entropy_syzygy,section_entropy_stab,section_entropy_stabstr,section_entropy_AVPlaye,section_entropy_mydata,section_entropy_ftext,section_entropy_ndr64,section_entropy_AGEKRPC,section_entropy_AGERPCD,section_entropy_debug_o,section_entropy_vshdata,section_entropy_data2,section_entropy_tvm0,section_entropy_msvcjmc,section_entropy_PCL_TEX,section_entropy_PCL_SET,section_entropy_PCL_TES,section_entropy_PCL_INI,section_entropy_PCL_DAT,section_entropy_PCL_CON,section_entropy_zero,section_entropy_AGEL2TP,section_entropy_AGEWsk,section_entropy_ar3Help,section_entropy_35,section_entropy_47,section_entropy_61,section_entropy_73,section_entropy_86,section_entropy_97,section_entropy_108,section_entropy_NFO,section_entropy_BSS,section_entropy_itArts,section_entropy_51,section_entropy_63,section_entropy_77,section_entropy_89,section_entropy_113,section_entropy_124,section_entropy_extls,section_entropy_gnu_deb,section_entropy_ONPAGE,section_entropy_S_MMX_T,section_entropy_MAD_TEX,section_entropy_xtlsmal,section_entropy_kbdfall,section_entropy_boxload,section_entropy_T_CODE,section_entropy_age,section_entropy_nit,section_entropy_Yrrehs,section_entropy_SK_Hook,section_entropy_proxy,section_entropy_WISE,section_entropy_OR,section_entropy_shr,section_entropy_text32,section_entropy_vtext,section_entropy_vndata,section_entropy_vmdata,section_entropy_vfdata,section_entropy_vrdata,section_entropy_Themida,section_entropy_v-lizer,section_entropy_MY_SHAR,section_entropy_URSORS,section_entropy_ASE,section_entropy_69,section_entropy_82,section_entropy_93,section_entropy_104,section_entropy_Shared,section_entropy_78,section_entropy_SogouIn,section_entropy_textxc,section_entropy_datax,label
10,1277,3,5.103256739859732,,2.6529958736419967,0.08153941234324169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
11,341,2,,,6.182369121018205,,2.361436176111031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12,738,3,5.137715386625972,,2.8819525053783317,0.08153941234324169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
13,1186,3,4.117718311197115,,3.832885615984256,0.06116285224115448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
14,1165,5,6.49501569112107,2.7787250491639153,7.997869794392949,6.5177736829670385,,,,,,4.968194338059165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
15,2874,7,6.432638032065022,2.6856694451701197,3.074657055397698,4.772720106147309,4.79223242795594,5.353019575041401,2.8839776443250793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16,6109,4,6.7093958205834845,3.5896395566987698,4.6338833129292185,,5.094206571155269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
17,594,2,,,3.301565848412677,,1.007708653364966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18,7310,7,6.4866568617101095,0.4683324916902871,5.023805341801981,6.150386551505712,2.0148762658605244,,,,,,0.194395016434666,0.020393135236084953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
19,1760,8,6.375801836698694,2.2967209087898324,6.764023404601078,,0.2044881574398449,,,,,4.597812557707959,,0.0,5.727362005611875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20,625,3,6.653488458574917,,3.7461552894655985,0.10191042566270775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
21,3125,5,6.211005516088513,2.0898745731078585,5.901731852355182,3.800207811029347,5.014718411048741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
22,9955,5,6.520496369961757,7.889387072952866,4.59988279061933,,3.4497161302287975,,,,,,,,,,5.637627934636414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
23,9016,6,6.300391790600964,4.482114339337349,4.540866535338329,5.913568808042825,4.418273579337549,,,,,6.35498240494074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
24,3723,6,6.286640748466441,5.051842807746383,4.346224783920478,6.638333375319069,5.3179614641320265,,,,,,0.13872951814887827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
25,731,5,5.220413397936417,0.39267072243894613,4.4046022864031595,2.763340371406449,6.068630192086983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
26,13536,5,6.599757063790329,4.042217009855381,3.7553151814236827,6.524235532754906,4.339260300225648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
27,2174,3,5.333372609555566,,1.23204637916062,0.016408464515625623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28,2698,5,6.417698236857409,4.70902740305165,5.757216409525656,,5.181627099249737,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29,4271,4,6.531894333501267,5.27422648116633,4.269086833682464,,4.406351254213596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30,331,3,,,7.400341383810128,,,,,,,,,,,,,,0.0,7.890190743104328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
31,806,9,5.79671848175201,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
